# gene name           KO     thrshld  score   E-value KO definition
* LOC_Os03g26960.1    K12874  619.17 2259.3         0 intron-binding protein aquarius
* LOC_Os03g26970.1    K02726  285.87  482.9  5.3e-145 20S proteasome subunit alpha 2 [EC:3.4.25.1]
* LOC_Os03g27030.2    K12891  161.23  219.3   4.2e-65 serine/arginine-rich splicing factor 2/8
* LOC_Os03g27030.1    K12891  161.23  219.1   4.8e-65 serine/arginine-rich splicing factor 2/8
* LOC_Os03g27080.1    K21596  115.03  292.8   3.7e-87 calmodulin-binding transcription activator
* LOC_Os03g27080.2    K21596  115.03  290.3   2.1e-86 calmodulin-binding transcription activator
* LOC_Os03g27090.1    K09422  178.00  254.3     8e-76 transcription factor MYB, plant
* LOC_Os03g27120.1    K22684   79.90  365.7  4.1e-109 metacaspase-1 [EC:3.4.22.-]
* LOC_Os03g27170.1    K22684   79.90  411.9    4e-123 metacaspase-1 [EC:3.4.22.-]
* LOC_Os03g27190.1    K22684   79.90  347.3  1.6e-103 metacaspase-1 [EC:3.4.22.-]
* LOC_Os03g27210.1    K22684   79.90  428.9    3e-128 metacaspase-1 [EC:3.4.22.-]
* LOC_Os03g27230.1    K01626  133.00  445.0  2.3e-133 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
* LOC_Os03g27250.1    K11323  119.10  281.8   6.1e-84 histone arginine demethylase JMJD6 [EC:1.14.11.-]
* LOC_Os03g27260.1    K02991   48.80  438.2  2.1e-131 small subunit ribosomal protein S6e
* LOC_Os03g27260.1    K14498  387.17  400.5  1.2e-119 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
* LOC_Os03g27280.1    K14498  387.17  754.2  1.3e-226 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
* LOC_Os03g27290.1    K02267   47.23  164.5   6.8e-49 cytochrome c oxidase subunit 6b
* LOC_Os03g27310.1    K11253  220.10  394.4    7e-118 histone H3
* LOC_Os03g27310.2    K11253  220.10  394.4    7e-118 histone H3
* LOC_Os03g27320.3    K13484  159.80  453.2  3.4e-136 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]
* LOC_Os03g27320.3    K16840  165.13  166.9     4e-49 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
* LOC_Os03g27320.5    K13484  159.80  284.2   8.1e-85 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]
* LOC_Os03g27320.5    K07127  124.50  125.6   1.2e-36 5-hydroxyisourate hydrolase [EC:3.5.2.17]
* LOC_Os03g27320.2    K13484  159.80  453.1  3.6e-136 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]
* LOC_Os03g27320.2    K16840  165.13  166.0   7.5e-49 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
* LOC_Os03g27320.1    K13484  159.80  464.0  1.8e-139 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]
* LOC_Os03g27320.1    K07127  124.50  124.6   2.6e-36 5-hydroxyisourate hydrolase [EC:3.5.2.17]
* LOC_Os03g27320.4    K13484  159.80  259.6   2.6e-77 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]
* LOC_Os03g27350.3    K08342   96.30  411.3    3e-123 cysteine protease ATG4 [EC:3.4.22.-]
* LOC_Os03g27350.2    K08342   96.30  412.3  1.5e-123 cysteine protease ATG4 [EC:3.4.22.-]
* LOC_Os03g27350.1    K08342   96.30  394.0  5.4e-118 cysteine protease ATG4 [EC:3.4.22.-]
* LOC_Os03g27360.1    K10664  217.83  251.8   8.6e-75 E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:2.3.2.27]
* LOC_Os03g27370.1    K01115  107.50  642.3  9.1e-193 phospholipase D1/2 [EC:3.1.4.4]
* LOC_Os03g27400.1    K17604  159.30  327.2   1.1e-97 zinc finger SWIM domain-containing protein 3
* LOC_Os03g27420.1    K18810  310.43  356.9  1.1e-106 cyclin D1/2/4, plant
* LOC_Os03g27450.2    K07952  190.33  225.2   8.2e-67 ADP-ribosylation factor related protein 1
* LOC_Os03g27450.1    K07952  190.33  285.5   3.5e-85 ADP-ribosylation factor related protein 1
* LOC_Os03g27480.1    K09646  313.40  667.9  9.9e-201 serine carboxypeptidase 1 [EC:3.4.16.-]
* LOC_Os03g27480.2    K09646  313.40  659.0  4.7e-198 serine carboxypeptidase 1 [EC:3.4.16.-]
* LOC_Os03g27540.1    K23222   77.00   93.9   4.4e-27 nuclease HARBI1 [EC:3.1.-.-]
* LOC_Os03g27590.1    K09646  313.40  682.0  5.4e-205 serine carboxypeptidase 1 [EC:3.4.16.-]
* LOC_Os03g27590.2    K09646  313.40  527.3  3.5e-158 serine carboxypeptidase 1 [EC:3.4.16.-]
* LOC_Os03g27840.1    K13168  151.43  309.4   3.3e-92 CLK4-associating serine/arginine rich protein
* LOC_Os03g27880.1    K23541   38.97  157.1   4.5e-46 Ca2+/H+ antiporter, TMEM165/GDT1 family
* LOC_Os03g27900.1    K13464   22.20   78.2   5.9e-22 jasmonate ZIM domain-containing protein
* LOC_Os03g27910.1    K07497   14.00   46.7   1.7e-12 putative transposase
* LOC_Os03g27930.1    K14292  103.87  418.4  3.3e-125 trimethylguanosine synthase [EC:2.1.1.-]
* LOC_Os03g27950.1    K23362  102.47  350.2  7.9e-105 ethanolamine phosphate phosphodiesterase [EC:3.1.-.-]
* LOC_Os03g27950.2    K23362  102.47  290.6   9.6e-87 ethanolamine phosphate phosphodiesterase [EC:3.1.-.-]
* LOC_Os03g27960.2    K07300   72.00  563.1  2.8e-169 Ca2+:H+ antiporter
* LOC_Os03g27960.1    K07300   72.00  563.4  2.2e-169 Ca2+:H+ antiporter
* LOC_Os03g27970.1    K12816  322.43  849.6  1.1e-255 pre-mRNA-processing factor 17
* LOC_Os03g27980.1    K19893  411.40  671.8  2.2e-202 glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]
* LOC_Os03g28090.1    K01051   80.40  422.5    1e-126 pectinesterase [EC:3.1.1.11]
* LOC_Os03g28140.1    K00921  229.60 1604.8         0 1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]
* LOC_Os03g28330.1    K00695  632.27 1475.8         0 sucrose synthase [EC:2.4.1.13]
* LOC_Os03g28330.2    K00695  632.27 1475.8         0 sucrose synthase [EC:2.4.1.13]
* LOC_Os03g28330.3    K00695  632.27 1475.8         0 sucrose synthase [EC:2.4.1.13]
* LOC_Os03g28330.4    K00695  632.27 1475.8         0 sucrose synthase [EC:2.4.1.13]
* LOC_Os03g28330.5    K00695  632.27 1002.8  8.2e-302 sucrose synthase [EC:2.4.1.13]
* LOC_Os03g28400.1    K20302   72.63  340.9  3.5e-102 trafficking protein particle complex subunit 3
* LOC_Os03g28420.1    K09458  482.70  661.9  6.5e-199 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
* LOC_Os03g28410.1    K02998  221.20  317.6     6e-95 small subunit ribosomal protein SAe
* LOC_Os03g28940.2    K13464   22.20  156.4     9e-46 jasmonate ZIM domain-containing protein
* LOC_Os03g28940.1    K13464   22.20  176.4   7.6e-52 jasmonate ZIM domain-containing protein
* LOC_Os03g29035.1    K07497   14.00   34.4   9.4e-09 putative transposase
* LOC_Os03g29150.2    K23558  403.93  423.9  5.3e-127 plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]
* LOC_Os03g29150.3    K23558  403.93  421.1  3.6e-126 plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]
* LOC_Os03g29150.1    K23558  403.93  484.6  2.1e-145 plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]
* LOC_Os03g29170.1    K23558  403.93  893.8  2.7e-269 plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]
* LOC_Os03g29170.2    K23558  403.93  695.5  3.1e-209 plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]
* LOC_Os03g29180.1    K18587   35.20  313.3   1.8e-93 ubiquinone biosynthesis protein COQ9
* LOC_Os03g29190.2    K17609   48.83  391.6    5e-117 nucleoredoxin [EC:1.8.1.8]
* LOC_Os03g29190.1    K17609   48.83  382.1  3.8e-114 nucleoredoxin [EC:1.8.1.8]
* LOC_Os03g29224.1    K07497   14.00   31.7     6e-08 putative transposase
* LOC_Os03g29240.1    K17609   48.83  387.9  6.5e-116 nucleoredoxin [EC:1.8.1.8]
* LOC_Os03g29260.2    K03232  265.10  368.8  2.5e-110 elongation factor 1-beta
* LOC_Os03g29340.1    K14360   85.03   91.4   2.8e-26 organic solute transporter subunit alpha
* LOC_Os03g29460.1    K02900  105.50  270.2     1e-80 large subunit ribosomal protein L27Ae
* LOC_Os03g29470.1    K03133   80.33  246.1   2.6e-73 transcription initiation factor TFIID subunit 9B
* LOC_Os03g29540.1    K07157  135.97  139.2     1e-40 uncharacterized protein
* LOC_Os03g29540.3    K07157  135.97  139.2     1e-40 uncharacterized protein
* LOC_Os03g29540.2    K07157  135.97  139.2     1e-40 uncharacterized protein
* LOC_Os03g29570.1    K06685   26.07  405.0  9.5e-122 MOB kinase activator 1
* LOC_Os03g29600.1    K23222   77.00  173.9   2.4e-51 nuclease HARBI1 [EC:3.1.-.-]
* LOC_Os03g29614.1    K09422  178.00  243.4   1.6e-72 transcription factor MYB, plant
* LOC_Os03g29740.1    K11099   76.93  147.4   1.7e-43 small nuclear ribonucleoprotein G
* LOC_Os03g29760.3    K08064   47.03  212.5   8.3e-63 nuclear transcription factor Y, alpha
* LOC_Os03g29760.1    K08064   47.03  212.9   6.5e-63 nuclear transcription factor Y, alpha
* LOC_Os03g29760.2    K08064   47.03  212.9   6.5e-63 nuclear transcription factor Y, alpha
* LOC_Os03g29790.1    K07497   14.00   27.0   1.7e-06 putative transposase
* LOC_Os03g29810.1    K01358   48.87  237.8   1.3e-70 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
* LOC_Os03g29850.1    K14709  108.73  212.7   5.8e-63 solute carrier family 39 (zinc transporter), member 1/2/3
* LOC_Os03g29950.1    K00036  364.80  739.7  1.5e-222 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
* LOC_Os03g29950.2    K00036  364.80  660.6  1.4e-198 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
* LOC_Os03g29960.1    K17046   96.50  117.5   3.8e-34 protein DEK
* LOC_Os03g29970.1    K08065   97.23  257.9     5e-77 nuclear transcription Y subunit beta
* LOC_Os03g30000.1    K13648  577.40  715.9  3.7e-215 alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
* LOC_Os03g30180.1    K07497   14.00   31.5     7e-08 putative transposase
* LOC_Os03g30200.1    K17795   69.60  276.6   1.8e-82 mitochondrial import inner membrane translocase subunit TIM17
* LOC_Os03g30200.2    K17795   69.60  275.8   3.1e-82 mitochondrial import inner membrane translocase subunit TIM17
* LOC_Os03g30220.1    K17795   69.60  172.5     8e-51 mitochondrial import inner membrane translocase subunit TIM17
* LOC_Os03g30230.1    K17795   69.60   98.0     4e-28 mitochondrial import inner membrane translocase subunit TIM17
* LOC_Os03g30300.2    K01057  117.37  323.8     1e-96 6-phosphogluconolactonase [EC:3.1.1.31]
* LOC_Os03g30300.1    K01057  117.37  323.8     1e-96 6-phosphogluconolactonase [EC:3.1.1.31]
* LOC_Os03g30420.1    K20619  432.97  747.2  6.5e-225 cytochrome P450 family 78 subfamily A
* LOC_Os03g30430.2    K18635   57.43  181.3   1.4e-53 protein SPIRAL1 and related proteins
* LOC_Os03g30430.1    K18635   57.43  181.3   1.4e-53 protein SPIRAL1 and related proteins
* LOC_Os03g30460.1    K20298  195.93  960.6  5.2e-289 vacuolar protein sorting-associated protein 52
* LOC_Os03g30470.1    K20547  322.20  620.0  3.5e-186 basic endochitinase B [EC:3.2.1.14]
* LOC_Os03g30710.1    K07497   14.00   28.1   7.6e-07 putative transposase
* LOC_Os03g30790.1    K23341  102.70  600.3  1.6e-180 erlin
* LOC_Os03g30870.1    K22419  214.63  452.0  2.3e-135 Delta4-3-oxosteroid 5beta-reductase [EC:1.3.1.3]
* LOC_Os03g30910.1    K13457  480.30  677.3  1.9e-203 disease resistance protein RPM1
* LOC_Os03g30934.3    K07441   60.83  171.5   1.4e-50 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
* LOC_Os03g30934.1    K07441   60.83  332.5   1.6e-99 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
* LOC_Os03g30934.4    K07441   60.83  332.5   1.6e-99 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
* LOC_Os03g30934.2    K07441   60.83  332.5   1.6e-99 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
* LOC_Os03g30934.5    K07441   60.83  332.5   1.6e-99 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
* LOC_Os03g30950.1    K03921  158.37  579.1  4.2e-174 acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
* LOC_Os03g31090.1    K02966   54.80  273.4   9.2e-82 small subunit ribosomal protein S19e
* LOC_Os03g31134.1    K02966   54.80  270.1   9.1e-81 small subunit ribosomal protein S19e
* LOC_Os03g31170.3    K01240  348.03  391.0  3.9e-117 uridine nucleosidase [EC:3.2.2.3]
* LOC_Os03g31170.1    K01240  348.03  477.6  2.2e-143 uridine nucleosidase [EC:3.2.2.3]
* LOC_Os03g31170.2    K01240  348.03  390.3  6.6e-117 uridine nucleosidase [EC:3.2.2.3]
* LOC_Os03g31180.2    K00901   91.93  105.9   9.3e-31 diacylglycerol kinase (ATP) [EC:2.7.1.107]
* LOC_Os03g31180.1    K00901   91.93  496.1  6.8e-149 diacylglycerol kinase (ATP) [EC:2.7.1.107]
* LOC_Os03g31180.3    K00901   91.93  221.5     9e-66 diacylglycerol kinase (ATP) [EC:2.7.1.107]
* LOC_Os03g31210.1    K00012  390.43  672.1  8.8e-202 UDPglucose 6-dehydrogenase [EC:1.1.1.22]
* LOC_Os03g31300.1    K03695 1064.03 1446.5         0 ATP-dependent Clp protease ATP-binding subunit ClpB
* LOC_Os03g31340.1    K07342   23.90   52.9   1.5e-14 protein transport protein SEC61 subunit gamma and related proteins
* LOC_Os03g31400.1    K10597  763.20 1010.7  6.9e-304 ubiquitin conjugation factor E4 B [EC:2.3.2.27]
* LOC_Os03g31480.1    K20628   83.20  178.6   1.2e-52 expansin
* LOC_Os03g31550.1    K00106 1675.43 1700.4         0 xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]
* LOC_Os03g31594.2    K15601  531.67 1062.3         0 [histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]
* LOC_Os03g31594.1    K15601  531.67 1062.6         0 [histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]
* LOC_Os03g31650.1    K07497   14.00   25.7   3.9e-06 putative transposase
* LOC_Os03g31690.1    K14682  228.13  821.0  3.2e-247 amino-acid N-acetyltransferase [EC:2.3.1.1]
* LOC_Os03g31750.1    K01006  363.10 1510.3         0 pyruvate, orthophosphate dikinase [EC:2.7.9.1]
* LOC_Os03g31750.2    K01006  363.10 1258.3         0 pyruvate, orthophosphate dikinase [EC:2.7.9.1]
* LOC_Os03g31750.3    K01006  363.10 1500.2         0 pyruvate, orthophosphate dikinase [EC:2.7.9.1]
* LOC_Os03g31839.1    K22047  251.67  501.7  1.7e-150 mechanosensitive ion channel protein 1/2/3
* LOC_Os03g32050.1    K00430  110.93  516.8  5.2e-155 peroxidase [EC:1.11.1.7]
* LOC_Os03g32140.1    K18633   30.73   43.8   1.5e-11 mitotic-spindle organizing protein 1
* LOC_Os03g32150.1    K18633   30.73   90.8   5.4e-26 mitotic-spindle organizing protein 1
* LOC_Os03g32170.1    K22419  214.63  743.7  1.3e-223 Delta4-3-oxosteroid 5beta-reductase [EC:1.3.1.3]
* LOC_Os03g32270.1    K19707  157.70  311.8     2e-93 sigma-B regulation protein RsbQ
* LOC_Os03g32314.1    K10525  194.90  399.1  7.8e-120 allene oxide cyclase [EC:5.3.99.6]
* LOC_Os03g32380.1    K07497   14.00   27.5   1.1e-06 putative transposase
* LOC_Os03g32526.1    K10706  445.50  449.0  2.6e-134 senataxin [EC:5.6.2.-]
* LOC_Os03g32590.1    K03129   63.93  272.8   4.9e-81 transcription initiation factor TFIID subunit 4
* LOC_Os03g32590.2    K03129   63.93  207.7   2.4e-61 transcription initiation factor TFIID subunit 4
* LOC_Os03g32620.1    K23541   38.97  151.7   1.9e-44 Ca2+/H+ antiporter, TMEM165/GDT1 family
* LOC_Os03g32630.1    K06184  731.47  930.0  7.5e-280 ATP-binding cassette, subfamily F, member 1
* LOC_Os03g32630.1    K06158  524.03  677.9  9.6e-204 ATP-binding cassette, subfamily F, member 3
* LOC_Os03g32700.1    K07497   14.00   40.6   1.2e-10 putative transposase
* LOC_Os03g32960.1    K07497   14.00   25.2   5.6e-06 putative transposase
* LOC_Os03g33520.1    K07195   66.20  300.7   1.3e-89 exocyst complex component 7
* LOC_Os03g33530.1    K07497   14.00   41.8   5.1e-11 putative transposase
* LOC_Os03g33580.1    K02180  343.73  547.3  1.5e-164 cell cycle arrest protein BUB3
* LOC_Os03g33650.1    K11593  427.17  962.2  2.3e-289 eukaryotic translation initiation factor 2C
* LOC_Os03g33940.1    K07497   14.00   38.2   6.3e-10 putative transposase
* LOC_Os03g33960.1    K07497   14.00   25.7     4e-06 putative transposase
* LOC_Os03g34040.2    K02988  133.93  135.6   1.3e-39 small subunit ribosomal protein S5
* LOC_Os03g34040.1    K02988  133.93  229.3   3.9e-68 small subunit ribosomal protein S5
* LOC_Os03g34140.1    K07497   14.00   24.2   1.2e-05 putative transposase
* LOC_Os03g34190.1    K07497   14.00   29.4     3e-07 putative transposase
* LOC_Os03g34300.1    K23544  449.10  471.6  2.2e-141 serine incorporator 1
* LOC_Os03g35430.1    K07497   14.00   27.8   9.4e-07 putative transposase
* LOC_Os03g35560.1    K07497   14.00   35.1   5.8e-09 putative transposase
* LOC_Os03g35788.1    K07497   14.00   37.4   1.1e-09 putative transposase
* LOC_Os03g36030.1    K07497   14.00   29.1   3.8e-07 putative transposase
* LOC_Os03g36050.1    K07497   14.00   27.1   1.6e-06 putative transposase
* LOC_Os03g36170.1    K07497   14.00   29.4     3e-07 putative transposase
* LOC_Os03g36279.1    K07497   14.00   23.0   2.7e-05 putative transposase
* LOC_Os03g36290.1    K07497   14.00   21.6   7.4e-05 putative transposase
* LOC_Os03g36330.1    K07497   14.00   31.5   7.2e-08 putative transposase
* LOC_Os03g36480.1    K07497   14.00   25.3   5.5e-06 putative transposase
* LOC_Os03g36530.1    K00103  387.43  536.5  4.3e-161 L-gulonolactone oxidase [EC:1.1.3.8]
* LOC_Os03g36540.2    K03405  205.13  334.5  7.6e-100 magnesium chelatase subunit I [EC:6.6.1.1]
* LOC_Os03g36540.1    K03405  205.13  609.6  4.2e-183 magnesium chelatase subunit I [EC:6.6.1.1]
* LOC_Os03g36560.1    K00430  110.93  443.7  7.1e-133 peroxidase [EC:1.11.1.7]
* LOC_Os03g36730.1    K19478  201.47  244.7     1e-72 dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit MAGT1/TUSC3
* LOC_Os03g36780.1    K02355  546.10 1165.6         0 elongation factor G
* LOC_Os03g36880.1    K07497   14.00   39.8   2.1e-10 putative transposase
* LOC_Os03g36900.1    K15191  229.67  349.1  2.2e-104 La-related protein 7
* LOC_Os03g36920.1    K13457  480.30  490.1  6.3e-147 disease resistance protein RPM1
* LOC_Os03g36930.1    K13025  778.27  879.0  9.6e-265 ATP-dependent RNA helicase [EC:3.6.4.13]
* LOC_Os03g37100.1    K05812   74.93  136.8   5.2e-40 tRNA-uridine aminocarboxypropyltransferase [EC:2.5.1.25]
* LOC_Os03g37130.1    K22390  136.70  468.1  2.7e-140 acid phosphatase type 7
* LOC_Os03g37260.1    K17710  328.03  374.3  5.8e-112 pentatricopeptide repeat domain-containing protein 1
* LOC_Os03g37270.1    K25102  161.40  203.3   3.8e-60 tRNA selenocysteine 1-associated protein 1
* LOC_Os03g37270.1    K13201  195.30  195.4   1.3e-57 nucleolysin TIA-1/TIAR
* LOC_Os03g37330.1    K13102  106.23  553.5  2.3e-166 DNA/RNA-binding protein KIN17
* LOC_Os03g37411.1    K03327  265.97  604.5    2e-181 MATE family, multidrug and toxin extrusion protein
* LOC_Os03g37470.1    K03327  265.97  435.3  2.8e-130 MATE family, multidrug and toxin extrusion protein
* LOC_Os03g37490.1    K03327  265.97  614.8  1.5e-184 MATE family, multidrug and toxin extrusion protein
* LOC_Os03g37554.1    K07497   14.00   35.0   5.9e-09 putative transposase
* LOC_Os03g37580.2    K12185   47.17  150.9   2.4e-44 ESCRT-I complex subunit VPS37
* LOC_Os03g37580.1    K12185   47.17  150.8   2.5e-44 ESCRT-I complex subunit VPS37
* LOC_Os03g37580.4    K12185   47.17  130.0   5.7e-38 ESCRT-I complex subunit VPS37
* LOC_Os03g37580.3    K12185   47.17  150.9   2.4e-44 ESCRT-I complex subunit VPS37
* LOC_Os03g37640.2    K03327  265.97  596.8  4.3e-179 MATE family, multidrug and toxin extrusion protein
* LOC_Os03g37640.1    K03327  265.97  615.2  1.2e-184 MATE family, multidrug and toxin extrusion protein
* LOC_Os03g37830.1    K03549  130.53  962.1  1.7e-289 KUP system potassium uptake protein
* LOC_Os03g37840.1    K03549  130.53  915.6    2e-275 KUP system potassium uptake protein
* LOC_Os03g37920.1    K17604  159.30  584.4  2.7e-175 zinc finger SWIM domain-containing protein 3
* LOC_Os03g37930.1    K03549  130.53  949.0  1.6e-285 KUP system potassium uptake protein
* LOC_Os03g37950.3    K03036  268.80  589.1    1e-176 26S proteasome regulatory subunit N6
* LOC_Os03g37950.2    K03036  268.80  589.1    1e-176 26S proteasome regulatory subunit N6
* LOC_Os03g37950.1    K03036  268.80  589.1    1e-176 26S proteasome regulatory subunit N6
* LOC_Os03g37970.1    K02873   37.13  386.9  4.2e-116 large subunit ribosomal protein L13e
* LOC_Os03g38000.2    K02985  176.73  456.5  2.8e-137 small subunit ribosomal protein S3e
* LOC_Os03g38000.1    K02985  176.73  504.7  6.1e-152 small subunit ribosomal protein S3e
* LOC_Os03g38010.1    K11548   76.47  310.6     1e-92 kinetochore protein Nuf2
* LOC_Os03g38020.1    K06685   26.07  432.7  3.5e-130 MOB kinase activator 1
* LOC_Os03g38050.1    K20855  613.50  740.4  4.9e-223 beta-1,3-galactosyltransferase 1/2/3/4/5/7/8 [EC:2.4.1.-]
* LOC_Os03g38076.1    K07497   14.00   29.1   3.6e-07 putative transposase
* LOC_Os03g38210.1    K09422  178.00  224.3   1.1e-66 transcription factor MYB, plant
* LOC_Os03g38230.1    K11749   70.50  286.1   4.2e-85 regulator of sigma E protease [EC:3.4.24.-]
